Country,Country_ISO3,Region,Theme,Plan name,SP_Label,Strategic priority code,Agencies
Yemen,YEM,Arab States,education,United Nations Sustainable Development Cooperation Framework,YEM_education_4,4.0,"United Nations Educational, Scientific and Cultural Organisation"
Iraq,IRQ,Arab States,education,United Nations Sustainable Development Cooperation Framework,IRQ_education_5,5.0,United Nations Children's Fund
Iraq,IRQ,Arab States,education,United Nations Sustainable Development Cooperation Framework,IRQ_education_5,5.0,United Nations Children's Fund
Iraq,IRQ,Arab States,education,United Nations Sustainable Development Cooperation Framework,IRQ_education_5,5.0,"United Nations Educational, Scientific and Cultural Organisation"
Iraq,IRQ,Arab States,education,United Nations Sustainable Development Cooperation Framework,IRQ_education_5,5.0,United Nations Mine Action Service
"Palestine, State of",PSE,Arab States,education,United Nations Sustainable Development Cooperation Framework,PSE_education_2,2.0,United Nations Population Fund
Syrian Arab Republic,SYR,Arab States,education,United Nations Development Assistance Framework,SYR_education_1,1.0,United Nations Human Settlement Programme
"Palestine, State of",PSE,Arab States,education,United Nations Sustainable Development Cooperation Framework,PSE_education_1,1.0,United Nations Children's Fund
Syrian Arab Republic,SYR,Arab States,education,United Nations Development Assistance Framework,SYR_education_1,1.0,The United Nations Relief and Works Agency for Palestine Refugees in the Near East; United Nations Children's Fund; United Nations High Commissioner for Refugees
"Palestine, State of",PSE,Arab States,education,United Nations Sustainable Development Cooperation Framework,PSE_education_2,2.0,"United Nations Educational, Scientific and Cultural Organisation"
Syrian Arab Republic,SYR,Arab States,education,United Nations Development Assistance Framework,SYR_education_1,1.0,United Nations Development Programme
Syrian Arab Republic,SYR,Arab States,education,United Nations Development Assistance Framework,SYR_education_2,2.0,UN Women
Lebanon,LBN,Arab States,education,United Nations Sustainable Development Cooperation Framework,LBN_education_3,3.0,United Nations Office on Drugs and Crime
Lebanon,LBN,Arab States,education,United Nations Sustainable Development Cooperation Framework,LBN_education_3,3.0,United Nations High Commissioner for Human Rights
Lebanon,LBN,Arab States,education,United Nations Sustainable Development Cooperation Framework,LBN_education_1,1.0,International Labour Organisation
Lebanon,LBN,Arab States,education,United Nations Sustainable Development Cooperation Framework,LBN_education_1,1.0,International Labour Organisation
Lebanon,LBN,Arab States,education,United Nations Sustainable Development Cooperation Framework,LBN_education_1,1.0,International Labour Organisation
Lebanon,LBN,Arab States,education,United Nations Sustainable Development Cooperation Framework,LBN_education_1,1.0,"United Nations Educational, Scientific and Cultural Organisation"
Lebanon,LBN,Arab States,education,United Nations Sustainable Development Cooperation Framework,LBN_education_1,1.0,"United Nations Educational, Scientific and Cultural Organisation"
Lebanon,LBN,Arab States,education,United Nations Sustainable Development Cooperation Framework,LBN_education_1,1.0,United Nations High Commissioner for Refugees
Lebanon,LBN,Arab States,education,United Nations Sustainable Development Cooperation Framework,LBN_education_1,1.0,United Nations High Commissioner for Refugees
Lebanon,LBN,Arab States,education,United Nations Sustainable Development Cooperation Framework,LBN_education_1,1.0,"United Nations Educational, Scientific and Cultural Organisation"
Lebanon,LBN,Arab States,education,United Nations Sustainable Development Cooperation Framework,LBN_education_1,1.0,United Nations Children's Fund
Lebanon,LBN,Arab States,education,United Nations Sustainable Development Cooperation Framework,LBN_education_1,1.0,"United Nations Educational, Scientific and Cultural Organisation"
Lebanon,LBN,Arab States,education,United Nations Sustainable Development Cooperation Framework,LBN_education_4,4.0,United Nations Development Programme
Lebanon,LBN,Arab States,education,United Nations Sustainable Development Cooperation Framework,LBN_education_2,2.0,International Labour Organisation
Lebanon,LBN,Arab States,education,United Nations Sustainable Development Cooperation Framework,LBN_education_2,2.0,International Labour Organisation
Lebanon,LBN,Arab States,education,United Nations Sustainable Development Cooperation Framework,LBN_education_2,2.0,International Labour Organisation
Lebanon,LBN,Arab States,education,United Nations Sustainable Development Cooperation Framework,LBN_education_2,2.0,International Labour Organisation
Lebanon,LBN,Arab States,education,United Nations Sustainable Development Cooperation Framework,LBN_education_2,2.0,International Labour Organisation
Lebanon,LBN,Arab States,education,United Nations Sustainable Development Cooperation Framework,LBN_education_2,2.0,International Labour Organisation
Lebanon,LBN,Arab States,education,United Nations Sustainable Development Cooperation Framework,LBN_education_2,2.0,International Labour Organisation
"Palestine, State of",PSE,Arab States,gender,United Nations Sustainable Development Cooperation Framework,PSE_gender_4,4.0,"Food and Agriculture Organization of the United Nations; United Nations Educational, Scientific and Cultural Organisation"
"Palestine, State of",PSE,Arab States,gender,United Nations Sustainable Development Cooperation Framework,PSE_gender_2,2.0,United Nations Children's Fund
"Palestine, State of",PSE,Arab States,gender,United Nations Sustainable Development Cooperation Framework,PSE_gender_2,2.0,United Nations Population Fund
"Palestine, State of",PSE,Arab States,gender,United Nations Sustainable Development Cooperation Framework,PSE_gender_2,2.0,United Nations Population Fund
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_1,1.0,United Nations Development Programme
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_1,1.0,UN Women
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_1,1.0,United Nations Children's Fund
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_1,1.0,United Nations Children's Fund
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_1,1.0,United Nations Children's Fund
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_1,1.0,United Nations Children's Fund
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_1,1.0,UN Women
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_1,1.0,UN Women
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_1,1.0,UN Women
Iraq,IRQ,Arab States,gender,United Nations Sustainable Development Cooperation Framework,IRQ_gender_1,1.0,United Nations Population Fund
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_1,1.0,United Nations Population Fund
Iraq,IRQ,Arab States,gender,United Nations Sustainable Development Cooperation Framework,IRQ_gender_1,1.0,United Nations Children's Fund
Iraq,IRQ,Arab States,gender,United Nations Sustainable Development Cooperation Framework,IRQ_gender_1,1.0,United Nations Human Settlement Programme
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_1,1.0,United Nations Population Fund
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_1,1.0,United Nations Children's Fund
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_1,1.0,United Nations Industrial Development Organization
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_1,1.0,United Nations Children's Fund
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_1,1.0,United Nations Children's Fund
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_1,1.0,United Nations Development Programme
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_1,1.0,United Nations Human Settlement Programme; World Health Organization
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_1,1.0,UN Women
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_1,1.0,UN Women; United Nations Children's Fund; United Nations Development Programme
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_1,1.0,United Nations Office on Drugs and Crime
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_1,1.0,"United Nations Educational, Scientific and Cultural Organisation"
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_1,1.0,"United Nations Educational, Scientific and Cultural Organisation"
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_1,1.0,UN Women; United Nations High Commissioner for Refugees
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_1,1.0,United Nations Human Settlement Programme
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_1,1.0,International Labour Organisation
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_1,1.0,International Labour Organisation
Syrian Arab Republic,SYR,Arab States,gender,United Nations Development Assistance Framework,SYR_gender_4,4.0,Food and Agriculture Organization of the United Nations; United Nations Children's Fund; United Nations High Commissioner for Refugees; United Nations Population Fund; World Health Organization
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_1,1.0,United Nations Human Settlement Programme
Iraq,IRQ,Arab States,gender,United Nations Sustainable Development Cooperation Framework,IRQ_gender_1,1.0,United Nations Human Settlement Programme
Iraq,IRQ,Arab States,gender,United Nations Sustainable Development Cooperation Framework,IRQ_gender_1,1.0,United Nations Population Fund
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_1,1.0,"United Nations Educational, Scientific and Cultural Organisation"
Saudi Arabia,SAU,Arab States,gender,United Nations Sustainable Development Cooperation Framework,SAU_gender_1,1.0,United Nations High Commissioner for Human Rights
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_1,1.0,United Nations Volunteers
Syrian Arab Republic,SYR,Arab States,gender,United Nations Development Assistance Framework,SYR_gender_4,4.0,United Nations Population Fund
"Palestine, State of",PSE,Arab States,gender,United Nations Sustainable Development Cooperation Framework,PSE_gender_2,2.0,UN Women
Saudi Arabia,SAU,Arab States,gender,United Nations Sustainable Development Cooperation Framework,SAU_gender_1,1.0,United Nations High Commissioner for Human Rights
"Palestine, State of",PSE,Arab States,gender,United Nations Sustainable Development Cooperation Framework,PSE_gender_3,3.0,UN Women; United Nations Children's Fund; United Nations Development Programme
"Palestine, State of",PSE,Arab States,gender,United Nations Sustainable Development Cooperation Framework,PSE_gender_3,3.0,UN Women; United Nations Children's Fund; United Nations Development Programme
"Palestine, State of",PSE,Arab States,gender,United Nations Sustainable Development Cooperation Framework,PSE_gender_2,2.0,United Nations Population Fund
"Palestine, State of",PSE,Arab States,gender,United Nations Sustainable Development Cooperation Framework,PSE_gender_3,3.0,United Nations Children's Fund
"Palestine, State of",PSE,Arab States,gender,United Nations Sustainable Development Cooperation Framework,PSE_gender_2,2.0,United Nations Children's Fund
"Palestine, State of",PSE,Arab States,gender,United Nations Sustainable Development Cooperation Framework,PSE_gender_4,4.0,United Nations Development Programme
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_2,2.0,United Nations Industrial Development Organization
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_2,2.0,United Nations Children's Fund
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_2,2.0,United Nations Children's Fund
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_2,2.0,United Nations Development Programme
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_2,2.0,United Nations Children's Fund; United Nations Development Programme; United Nations Volunteers; United Nations World Food Programme
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_2,2.0,United Nations Children's Fund
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_2,2.0,United Nations Population Fund
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_2,2.0,UN Women
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_2,2.0,United Nations Volunteers
Yemen,YEM,Arab States,gender,United Nations Sustainable Development Cooperation Framework,YEM_gender_2,2.0,United Nations Population Fund
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_2,2.0,United Nations Population Fund
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_2,2.0,United Nations Development Programme
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_2,2.0,UN Women; United Nations Children's Fund; United Nations High Commissioner for Refugees; United Nations Population Fund
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_2,2.0,United Nations Industrial Development Organization; United Nations Population Fund
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_2,2.0,United Nations Human Settlement Programme
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_2,2.0,United Nations Human Settlement Programme
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_2,2.0,"United Nations Educational, Scientific and Cultural Organisation"
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_2,2.0,United Nations Population Fund
"Palestine, State of",PSE,Arab States,gender,United Nations Sustainable Development Cooperation Framework,PSE_gender_2,2.0,United Nations Children's Fund
"Palestine, State of",PSE,Arab States,gender,United Nations Sustainable Development Cooperation Framework,PSE_gender_4,4.0,United Nations Development Programme
Syrian Arab Republic,SYR,Arab States,gender,United Nations Development Assistance Framework,SYR_gender_1,1.0,United Nations Office for Project Services
"Palestine, State of",PSE,Arab States,gender,United Nations Sustainable Development Cooperation Framework,PSE_gender_3,3.0,United Nations Population Fund
Iraq,IRQ,Arab States,gender,United Nations Sustainable Development Cooperation Framework,IRQ_gender_3,3.0,Food and Agriculture Organization of the United Nations
Iraq,IRQ,Arab States,gender,United Nations Sustainable Development Cooperation Framework,IRQ_gender_3,3.0,World Health Organization
Iraq,IRQ,Arab States,gender,United Nations Sustainable Development Cooperation Framework,IRQ_gender_3,3.0,World Health Organization
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_3,3.0,United Nations Development Programme
Iraq,IRQ,Arab States,gender,United Nations Sustainable Development Cooperation Framework,IRQ_gender_3,3.0,United Nations Mine Action Service
Iraq,IRQ,Arab States,gender,United Nations Sustainable Development Cooperation Framework,IRQ_gender_3,3.0,International Organization for Migration
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_3,3.0,United Nations Office on Drugs and Crime
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_3,3.0,UN Women
Iraq,IRQ,Arab States,gender,United Nations Sustainable Development Cooperation Framework,IRQ_gender_3,3.0,United Nations Children's Fund
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_3,3.0,UN Women
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_3,3.0,United Nations Population Fund
Iraq,IRQ,Arab States,gender,United Nations Sustainable Development Cooperation Framework,IRQ_gender_3,3.0,"United Nations Educational, Scientific and Cultural Organisation"
Iraq,IRQ,Arab States,gender,United Nations Sustainable Development Cooperation Framework,IRQ_gender_3,3.0,"United Nations Educational, Scientific and Cultural Organisation"
Yemen,YEM,Arab States,gender,United Nations Sustainable Development Cooperation Framework,YEM_gender_3,3.0,International Labour Organisation
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_3,3.0,UN Women
Saudi Arabia,SAU,Arab States,gender,United Nations Sustainable Development Cooperation Framework,SAU_gender_3,3.0,UN Women
Syrian Arab Republic,SYR,Arab States,gender,United Nations Development Assistance Framework,SYR_gender_4,4.0,UN Women
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_4,4.0,United Nations Environment Programme
Iraq,IRQ,Arab States,gender,United Nations Sustainable Development Cooperation Framework,IRQ_gender_4,4.0,United Nations Development Programme
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_4,4.0,World Meteorological Organisation
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_4,4.0,United Nations Development Programme
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_4,4.0,"United Nations Educational, Scientific and Cultural Organisation"
Jordan,JOR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,JOR_gender_4,4.0,UN Women; United Nations Development Programme
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_4,4.0,United Nations Environment Programme
Yemen,YEM,Arab States,gender,United Nations Sustainable Development Cooperation Framework,YEM_gender_4,4.0,International Organization for Migration
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_4,4.0,United Nations Population Fund
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_4,4.0,"United Nations Educational, Scientific and Cultural Organisation"
"Palestine, State of",PSE,Arab States,gender,United Nations Sustainable Development Cooperation Framework,PSE_gender_1,1.0,UN Women
Iraq,IRQ,Arab States,gender,United Nations Sustainable Development Cooperation Framework,IRQ_gender_5,5.0,UN Women
Iraq,IRQ,Arab States,gender,United Nations Sustainable Development Cooperation Framework,IRQ_gender_5,5.0,"United Nations Educational, Scientific and Cultural Organisation"
Bahrain,BHR,Arab States,gender,United Nations Sustainable Development Cooperation Framework,BHR_gender_4,4.0,United Nations Office of Counter-Terrorism
"Palestine, State of",PSE,Arab States,gender,United Nations Sustainable Development Cooperation Framework,PSE_gender_2,2.0,United Nations Population Fund
"Palestine, State of",PSE,Arab States,gender,United Nations Sustainable Development Cooperation Framework,PSE_gender_4,4.0,United Nations Development Programme
"Palestine, State of",PSE,Arab States,gender,United Nations Sustainable Development Cooperation Framework,PSE_gender_2,2.0,United Nations Population Fund
"Palestine, State of",PSE,Arab States,gender,United Nations Sustainable Development Cooperation Framework,PSE_gender_2,2.0,United Nations Population Fund
"Palestine, State of",PSE,Arab States,gender,United Nations Sustainable Development Cooperation Framework,PSE_gender_2,2.0,United Nations Population Fund
"Palestine, State of",PSE,Arab States,gender,United Nations Sustainable Development Cooperation Framework,PSE_gender_2,2.0,United Nations Population Fund
Lebanon,LBN,Arab States,gender,United Nations Sustainable Development Cooperation Framework,LBN_gender_3,3.0,United Nations Development Programme
Lebanon,LBN,Arab States,gender,United Nations Sustainable Development Cooperation Framework,LBN_gender_3,3.0,United Nations Population Fund
Lebanon,LBN,Arab States,gender,United Nations Sustainable Development Cooperation Framework,LBN_gender_3,3.0,United Nations High Commissioner for Human Rights
Lebanon,LBN,Arab States,gender,United Nations Sustainable Development Cooperation Framework,LBN_gender_1,1.0,UN Women
Lebanon,LBN,Arab States,gender,United Nations Sustainable Development Cooperation Framework,LBN_gender_1,1.0,United Nations Children's Fund
Lebanon,LBN,Arab States,gender,United Nations Sustainable Development Cooperation Framework,LBN_gender_1,1.0,United Nations Population Fund
Lebanon,LBN,Arab States,gender,United Nations Sustainable Development Cooperation Framework,LBN_gender_1,1.0,United Nations Population Fund
Lebanon,LBN,Arab States,gender,United Nations Sustainable Development Cooperation Framework,LBN_gender_1,1.0,United Nations Population Fund
Lebanon,LBN,Arab States,gender,United Nations Sustainable Development Cooperation Framework,LBN_gender_1,1.0,United Nations Population Fund
Lebanon,LBN,Arab States,gender,United Nations Sustainable Development Cooperation Framework,LBN_gender_1,1.0,United Nations Population Fund
Lebanon,LBN,Arab States,gender,United Nations Sustainable Development Cooperation Framework,LBN_gender_1,1.0,United Nations Population Fund
Lebanon,LBN,Arab States,gender,United Nations Sustainable Development Cooperation Framework,LBN_gender_1,1.0,United Nations Population Fund
Lebanon,LBN,Arab States,gender,United Nations Sustainable Development Cooperation Framework,LBN_gender_1,1.0,United Nations Population Fund
Lebanon,LBN,Arab States,gender,United Nations Sustainable Development Cooperation Framework,LBN_gender_1,1.0,United Nations Population Fund
Lebanon,LBN,Arab States,gender,United Nations Sustainable Development Cooperation Framework,LBN_gender_4,4.0,United Nations World Food Programme
Lebanon,LBN,Arab States,gender,United Nations Sustainable Development Cooperation Framework,LBN_gender_2,2.0,United Nations World Food Programme
Lebanon,LBN,Arab States,gender,United Nations Sustainable Development Cooperation Framework,LBN_gender_2,2.0,Food and Agriculture Organization of the United Nations
Lebanon,LBN,Arab States,gender,United Nations Sustainable Development Cooperation Framework,LBN_gender_2,2.0,UN Women
Lebanon,LBN,Arab States,gender,United Nations Sustainable Development Cooperation Framework,LBN_gender_2,2.0,United Nations Children's Fund
Lebanon,LBN,Arab States,gender,United Nations Sustainable Development Cooperation Framework,LBN_gender_2,2.0,United Nations World Food Programme
Jordan,JOR,Arab States,crime,United Nations Sustainable Development Cooperation Framework,JOR_crime_1,1.0,United Nations Office on Drugs and Crime
Iraq,IRQ,Arab States,crime,United Nations Sustainable Development Cooperation Framework,IRQ_crime_1,1.0,United Nations Office on Drugs and Crime
Iraq,IRQ,Arab States,crime,United Nations Sustainable Development Cooperation Framework,IRQ_crime_3,3.0,United Nations Children's Fund
Bahrain,BHR,Arab States,crime,United Nations Sustainable Development Cooperation Framework,BHR_crime_3,3.0,United Nations Office on Drugs and Crime
Iraq,IRQ,Arab States,crime,United Nations Sustainable Development Cooperation Framework,IRQ_crime_3,3.0,United Nations Development Programme
Iraq,IRQ,Arab States,crime,United Nations Sustainable Development Cooperation Framework,IRQ_crime_3,3.0,United Nations Office on Drugs and Crime
Iraq,IRQ,Arab States,crime,United Nations Sustainable Development Cooperation Framework,IRQ_crime_3,3.0,United Nations Office on Drugs and Crime
Saudi Arabia,SAU,Arab States,crime,United Nations Sustainable Development Cooperation Framework,SAU_crime_3,3.0,United Nations Office on Drugs and Crime
Bahrain,BHR,Arab States,crime,United Nations Sustainable Development Cooperation Framework,BHR_crime_3,3.0,United Nations Office on Drugs and Crime
Bahrain,BHR,Arab States,crime,United Nations Sustainable Development Cooperation Framework,BHR_crime_3,3.0,International Organization for Migration
Bahrain,BHR,Arab States,crime,United Nations Sustainable Development Cooperation Framework,BHR_crime_4,4.0,United Nations Office on Drugs and Crime
Saudi Arabia,SAU,Arab States,crime,United Nations Sustainable Development Cooperation Framework,SAU_crime_4,4.0,United Nations Office on Drugs and Crime
Lebanon,LBN,Arab States,crime,United Nations Sustainable Development Cooperation Framework,LBN_crime_3,3.0,United Nations Office on Drugs and Crime
Lebanon,LBN,Arab States,crime,United Nations Sustainable Development Cooperation Framework,LBN_crime_3,3.0,United Nations Office on Drugs and Crime
Lebanon,LBN,Arab States,crime,United Nations Sustainable Development Cooperation Framework,LBN_crime_3,3.0,United Nations Office on Drugs and Crime
Lebanon,LBN,Arab States,crime,United Nations Sustainable Development Cooperation Framework,LBN_crime_3,3.0,United Nations Office on Drugs and Crime
Brazil,BRA,Latin America and the Carribean ,environment,United Nations Development Assistance Framework,BRA_environment_3,3.0,United Nations Development Programme
Brazil,BRA,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,BRA_environment_4,4.0,United Nations Office on Drugs and Crime
Brazil,BRA,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,BRA_environment_3,3.0,"United Nations Educational, Scientific and Cultural Organisation"
Brazil,BRA,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,BRA_environment_4,4.0,United Nations Office on Drugs and Crime
Dominican Republic,DOM,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,DOM_environment_1,1.0,"United Nations Educational, Scientific and Cultural Organisation"
Brazil,BRA,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,BRA_environment_3,3.0,United Nations Environment Programme
Guatemala,GTM,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,GTM_environment_5,5.0,United Nations Industrial Development Organization
Brazil,BRA,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,BRA_environment_3,3.0,United Nations Children's Fund
Brazil,BRA,Latin America and the Carribean ,environment,United Nations Development Assistance Framework,BRA_environment_4,4.0,United Nations Environment Programme
El Salvador,SLV,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,SLV_environment_1,1.0,United Nations Children's Fund
Dominican Republic,DOM,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,DOM_environment_3,3.0,"United Nations Educational, Scientific and Cultural Organisation"
Brazil,BRA,Latin America and the Carribean ,environment,United Nations Development Assistance Framework,BRA_environment_1,1.0,"United Nations Educational, Scientific and Cultural Organisation"
El Salvador,SLV,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,SLV_environment_1,1.0,International Organization for Migration
El Salvador,SLV,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,SLV_environment_1,1.0,International Organization for Migration
El Salvador,SLV,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,SLV_environment_1,1.0,International Organization for Migration
El Salvador,SLV,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,SLV_environment_2,2.0,International Organization for Migration
Brazil,BRA,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,BRA_environment_4,4.0,"United Nations Educational, Scientific and Cultural Organisation"
Costa Rica,CRI,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,CRI_environment_3,3.0,United Nations Industrial Development Organization
El Salvador,SLV,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,SLV_environment_2,2.0,United Nations Environment Programme
Guatemala,GTM,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,GTM_environment_5,5.0,United Nations Industrial Development Organization
Brazil,BRA,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,BRA_environment_4,4.0,United Nations Human Settlement Programme
Brazil,BRA,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,BRA_environment_3,3.0,International Organization for Migration
Mexico,MEX,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,MEX_environment_3,3.0,United Nations Development Programme
Brazil,BRA,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,BRA_environment_4,4.0,"United Nations Educational, Scientific and Cultural Organisation"
Brazil,BRA,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,BRA_environment_3,3.0,United Nations High Commissioner for Human Rights
Brazil,BRA,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,BRA_environment_3,3.0,United Nations Development Programme
Brazil,BRA,Latin America and the Carribean ,environment,United Nations Development Assistance Framework,BRA_environment_2,2.0,Food and Agriculture Organization of the United Nations
Brazil,BRA,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,BRA_environment_5,5.0,United Nations Office on Drugs and Crime
Mexico,MEX,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,MEX_environment_3,3.0,United Nations Environment Programme
Brazil,BRA,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,BRA_environment_3,3.0,United Nations Environment Programme
Dominican Republic,DOM,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,DOM_environment_2,2.0,Food and Agriculture Organization of the United Nations
Brazil,BRA,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,BRA_environment_4,4.0,United Nations Development Programme
Colombia,COL,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,COL_environment_2,2.0,International Organization for Migration
Colombia,COL,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,COL_environment_2,2.0,International Organization for Migration
Colombia,COL,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,COL_environment_2,2.0,International Organization for Migration
Colombia,COL,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,COL_environment_2,2.0,International Organization for Migration
