Country,Country_ISO3,Region,Theme,Plan name,SP_Label,Strategic priority code,SDG Goals
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_3,3.0,8 Decent Jobs and Economic Growth
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Development Assistance Framework,KGZ_work_3,3.0,11 Sustainable Cities and Communities; 13 Climate Action
Azerbaijan,AZE,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,AZE_work_3,3.0,13 Climate Action
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,4 Quality Education; 8 Decent Jobs and Economic Growth
Azerbaijan,AZE,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,AZE_work_3,3.0,-
North Macedonia,MKD,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MKD_work_2,2.0,13 Climate Action
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,4 Quality Education; 8 Decent Jobs and Economic Growth
Azerbaijan,AZE,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,AZE_work_3,3.0,-
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Development Assistance Framework,KGZ_work_3,3.0,1 No Poverty
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Development Assistance Framework,KGZ_work_3,3.0,13 Climate Action
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,KGZ_work_3,3.0,5 Gender Equality; 7 Affordable and Clean Energy; 8 Decent Jobs and Economic Growth; 11 Sustainable Cities and Communities; 12 Responsible Consumption and Production; 13 Climate Action; 17 Partnerships for the Goals
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,4 Quality Education
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_3,3.0,5 Gender Equality; 8 Decent Jobs and Economic Growth
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_3,3.0,8 Decent Jobs and Economic Growth
Ukraine,UKR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UKR_work_3,3.0,4 Quality Education; 16 Peace and Justice - Strong Institutions
Ukraine,UKR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UKR_work_3,3.0,16 Peace and Justice - Strong Institutions
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_3,3.0,4 Quality Education; 5 Gender Equality; 8 Decent Jobs and Economic Growth
Ukraine,UKR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UKR_work_3,3.0,16 Peace and Justice - Strong Institutions
Belarus,BLR,Europe and Central Asia,work,United Nations Development Assistance Framework,BLR_work_3,3.0,8 Decent Jobs and Economic Growth; 15 Life on Land
Ukraine,UKR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UKR_work_3,3.0,16 Peace and Justice - Strong Institutions
Ukraine,UKR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UKR_work_3,3.0,16 Peace and Justice - Strong Institutions
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,1 No Poverty; 2 Zero Hunger; 3 Good Health and Well-being; 4 Quality Education; 7 Affordable and Clean Energy
Azerbaijan,AZE,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,AZE_work_3,3.0,2 Zero Hunger; 15 Life on Land
North Macedonia,MKD,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MKD_work_2,2.0,7 Affordable and Clean Energy
Ukraine,UKR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UKR_work_3,3.0,16 Peace and Justice - Strong Institutions
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,1 No Poverty; 5 Gender Equality; 8 Decent Jobs and Economic Growth; 17 Partnerships for the Goals
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_3,3.0,8 Decent Jobs and Economic Growth
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_3,3.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_2,2.0,11 Sustainable Cities and Communities
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_3,3.0,6 Clean Water and Sanitation; 7 Affordable and Clean Energy
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_3,3.0,6 Clean Water and Sanitation; 7 Affordable and Clean Energy
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_3,3.0,6 Clean Water and Sanitation; 7 Affordable and Clean Energy
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_3,3.0,8 Decent Jobs and Economic Growth; 12 Responsible Consumption and Production
Montenegro,MNE,Europe and Central Asia,work,United Nations Development Assistance Framework,MNE_work_1,1.0,12 Responsible Consumption and Production
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,KGZ_work_3,3.0,13 Climate Action; 17 Partnerships for the Goals
Montenegro,MNE,Europe and Central Asia,work,United Nations Development Assistance Framework,MNE_work_1,1.0,11 Sustainable Cities and Communities
Azerbaijan,AZE,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,AZE_work_3,3.0,6 Clean Water and Sanitation
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Development Assistance Framework,UZB_work_3,3.0,2 Zero Hunger; 15 Life on Land
Tajikistan,TJK,Europe and Central Asia,work,United Nations Development Assistance Framework,TJK_work_3,3.0,3 Good Health and Well-being; 5 Gender Equality; 6 Clean Water and Sanitation
Tajikistan,TJK,Europe and Central Asia,work,United Nations Development Assistance Framework,TJK_work_3,3.0,3 Good Health and Well-being
Azerbaijan,AZE,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,AZE_work_3,3.0,-
Azerbaijan,AZE,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,AZE_work_3,3.0,3 Good Health and Well-being; 11 Sustainable Cities and Communities; 12 Responsible Consumption and Production; 13 Climate Action
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,1 No Poverty
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,"1 No Poverty; 8 Decent Jobs and Economic Growth; 9 Industry, Innovation and Infrastructure"
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Development Assistance Framework,UZB_work_3,3.0,7 Affordable and Clean Energy; 13 Climate Action
North Macedonia,MKD,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MKD_work_2,2.0,"9 Industry, Innovation and Infrastructure"
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Development Assistance Framework,UZB_work_3,3.0,7 Affordable and Clean Energy; 12 Responsible Consumption and Production; 13 Climate Action
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Development Assistance Framework,UZB_work_3,3.0,1 No Poverty; 11 Sustainable Cities and Communities
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Development Assistance Framework,UZB_work_3,3.0,1 No Poverty; 11 Sustainable Cities and Communities; 13 Climate Action
Azerbaijan,AZE,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,AZE_work_3,3.0,13 Climate Action
Tajikistan,TJK,Europe and Central Asia,work,United Nations Development Assistance Framework,TJK_work_3,3.0,4 Quality Education
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Development Assistance Framework,UZB_work_3,3.0,11 Sustainable Cities and Communities; 12 Responsible Consumption and Production
Tajikistan,TJK,Europe and Central Asia,work,United Nations Development Assistance Framework,TJK_work_3,3.0,8 Decent Jobs and Economic Growth; 10 Reduced Inequalities
Tajikistan,TJK,Europe and Central Asia,work,United Nations Development Assistance Framework,TJK_work_3,3.0,8 Decent Jobs and Economic Growth; 10 Reduced Inequalities
Tajikistan,TJK,Europe and Central Asia,work,United Nations Development Assistance Framework,TJK_work_3,3.0,1 No Poverty
Azerbaijan,AZE,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,AZE_work_3,3.0,14 Life Below Water
Kazakhstan,KAZ,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,KAZ_work_2,2.0,"9 Industry, Innovation and Infrastructure"
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_1,1.0,4 Quality Education
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_2,2.0,11 Sustainable Cities and Communities
North Macedonia,MKD,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MKD_work_2,2.0,"9 Industry, Innovation and Infrastructure"
Tajikistan,TJK,Europe and Central Asia,work,United Nations Development Assistance Framework,TJK_work_3,3.0,2 Zero Hunger; 17 Partnerships for the Goals
Serbia,SRB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,SRB_work_3,3.0,8 Decent Jobs and Economic Growth; 12 Responsible Consumption and Production; 16 Peace and Justice - Strong Institutions; 17 Partnerships for the Goals
Kazakhstan,KAZ,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,KAZ_work_3,3.0,15 Life on Land
Tajikistan,TJK,Europe and Central Asia,work,United Nations Development Assistance Framework,TJK_work_3,3.0,2 Zero Hunger; 17 Partnerships for the Goals
Serbia,SRB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,SRB_work_3,3.0,17 Partnerships for the Goals
Kazakhstan,KAZ,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,KAZ_work_3,3.0,5 Gender Equality; 6 Clean Water and Sanitation; 8 Decent Jobs and Economic Growth; 15 Life on Land
Serbia,SRB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,SRB_work_3,3.0,16 Peace and Justice - Strong Institutions
Tajikistan,TJK,Europe and Central Asia,work,United Nations Development Assistance Framework,TJK_work_3,3.0,8 Decent Jobs and Economic Growth
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_3,3.0,16 Peace and Justice - Strong Institutions
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_3,3.0,13 Climate Action
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_2,2.0,4 Quality Education
Armenia,ARM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ARM_work_3,3.0,8 Decent Jobs and Economic Growth; 16 Peace and Justice - Strong Institutions
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_1,1.0,8 Decent Jobs and Economic Growth
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_2,2.0,8 Decent Jobs and Economic Growth
Montenegro,MNE,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MNE_work_1,1.0,13 Climate Action; 17 Partnerships for the Goals
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,8 Decent Jobs and Economic Growth
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_2,2.0,"6 Clean Water and Sanitation; 9 Industry, Innovation and Infrastructure"
Georgia,GEO,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,GEO_work_1,1.0,1 No Poverty; 5 Gender Equality; 8 Decent Jobs and Economic Growth; 10 Reduced Inequalities
Georgia,GEO,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,GEO_work_1,1.0,1 No Poverty; 5 Gender Equality; 8 Decent Jobs and Economic Growth; 10 Reduced Inequalities; 16 Peace and Justice - Strong Institutions
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,17 Partnerships for the Goals
Georgia,GEO,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,GEO_work_1,1.0,5 Gender Equality
Georgia,GEO,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,GEO_work_1,1.0,5 Gender Equality
Georgia,GEO,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,GEO_work_1,1.0,4 Quality Education; 8 Decent Jobs and Economic Growth
Georgia,GEO,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,GEO_work_1,1.0,8 Decent Jobs and Economic Growth
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_3,3.0,"2 Zero Hunger; 4 Quality Education; 6 Clean Water and Sanitation; 8 Decent Jobs and Economic Growth; 9 Industry, Innovation and Infrastructure; 10 Reduced Inequalities"
Georgia,GEO,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,GEO_work_1,1.0,8 Decent Jobs and Economic Growth
Georgia,GEO,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,GEO_work_1,1.0,8 Decent Jobs and Economic Growth
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,KGZ_work_3,3.0,15 Life on Land; 17 Partnerships for the Goals
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,8 Decent Jobs and Economic Growth
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_4,4.0,10 Reduced Inequalities
Armenia,ARM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ARM_work_4,4.0,5 Gender Equality
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_2,2.0,5 Gender Equality; 13 Climate Action; 15 Life on Land
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_2,2.0,5 Gender Equality; 13 Climate Action; 15 Life on Land
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_2,2.0,13 Climate Action
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,KGZ_work_3,3.0,11 Sustainable Cities and Communities; 13 Climate Action
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_3,3.0,16 Peace and Justice - Strong Institutions
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_3,3.0,16 Peace and Justice - Strong Institutions
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_4,4.0,3 Good Health and Well-being; 11 Sustainable Cities and Communities
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_2,2.0,8 Decent Jobs and Economic Growth
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_3,3.0,3 Good Health and Well-being; 16 Peace and Justice - Strong Institutions
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_3,3.0,3 Good Health and Well-being; 10 Reduced Inequalities; 16 Peace and Justice - Strong Institutions
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_3,3.0,16 Peace and Justice - Strong Institutions
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_4,4.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
Kazakhstan,KAZ,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,KAZ_work_3,3.0,11 Sustainable Cities and Communities
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_1,1.0,16 Peace and Justice - Strong Institutions
Armenia,ARM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ARM_work_4,4.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_2,2.0,5 Gender Equality; 8 Decent Jobs and Economic Growth
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_1,1.0,16 Peace and Justice - Strong Institutions
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_1,1.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_1,1.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_1,1.0,5 Gender Equality
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_2,2.0,8 Decent Jobs and Economic Growth; 10 Reduced Inequalities; 17 Partnerships for the Goals
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_2,2.0,8 Decent Jobs and Economic Growth; 16 Peace and Justice - Strong Institutions
Belarus,BLR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,BLR_work_1,1.0,13 Climate Action
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_4,4.0,10 Reduced Inequalities
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_4,4.0,8 Decent Jobs and Economic Growth
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_4,4.0,16 Peace and Justice - Strong Institutions
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_1,1.0,3 Good Health and Well-being
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_3,3.0,"4 Quality Education; 5 Gender Equality; 9 Industry, Innovation and Infrastructure; 17 Partnerships for the Goals"
Tajikistan,TJK,Europe and Central Asia,work,United Nations Development Assistance Framework,TJK_work_3,3.0,5 Gender Equality; 10 Reduced Inequalities; 16 Peace and Justice - Strong Institutions
Kazakhstan,KAZ,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,KAZ_work_1,1.0,1 No Poverty
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_3,3.0,3 Good Health and Well-being
Ukraine,UKR,Europe and Central Asia,work,United Nations Development Assistance Framework,UKR_work_3,3.0,5 Gender Equality
Armenia,ARM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ARM_work_1,1.0,17 Partnerships for the Goals
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_2,2.0,2 Zero Hunger; 8 Decent Jobs and Economic Growth
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_4,4.0,3 Good Health and Well-being; 8 Decent Jobs and Economic Growth
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,5 Gender Equality; 8 Decent Jobs and Economic Growth
Bosnia and Herzegovina,BIH,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,BIH_work_3,3.0,17 Partnerships for the Goals
Tajikistan,TJK,Europe and Central Asia,work,United Nations Development Assistance Framework,TJK_work_4,4.0,13 Climate Action
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_4,4.0,8 Decent Jobs and Economic Growth
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Development Assistance Framework,UZB_work_4,4.0,16 Peace and Justice - Strong Institutions; 17 Partnerships for the Goals
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_4,4.0,8 Decent Jobs and Economic Growth
North Macedonia,MKD,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MKD_work_3,3.0,10 Reduced Inequalities; 16 Peace and Justice - Strong Institutions
Montenegro,MNE,Europe and Central Asia,work,United Nations Development Assistance Framework,MNE_work_1,1.0,8 Decent Jobs and Economic Growth
Montenegro,MNE,Europe and Central Asia,work,United Nations Development Assistance Framework,MNE_work_1,1.0,8 Decent Jobs and Economic Growth; 11 Sustainable Cities and Communities
Ukraine,UKR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UKR_work_4,4.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
Azerbaijan,AZE,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,AZE_work_4,4.0,5 Gender Equality
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_4,4.0,3 Good Health and Well-being; 8 Decent Jobs and Economic Growth
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_4,4.0,3 Good Health and Well-being
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Development Assistance Framework,KGZ_work_4,4.0,1 No Poverty
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_4,4.0,13 Climate Action
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Development Assistance Framework,KGZ_work_4,4.0,1 No Poverty
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,3 Good Health and Well-being
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_3,3.0,3 Good Health and Well-being
Bosnia and Herzegovina,BIH,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,BIH_work_3,3.0,17 Partnerships for the Goals
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Development Assistance Framework,KGZ_work_4,4.0,-
Azerbaijan,AZE,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,AZE_work_4,4.0,1 No Poverty; 2 Zero Hunger
Montenegro,MNE,Europe and Central Asia,work,United Nations Development Assistance Framework,MNE_work_1,1.0,8 Decent Jobs and Economic Growth
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_4,4.0,11 Sustainable Cities and Communities
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_4,4.0,3 Good Health and Well-being; 5 Gender Equality
Montenegro,MNE,Europe and Central Asia,work,United Nations Development Assistance Framework,MNE_work_1,1.0,8 Decent Jobs and Economic Growth
Montenegro,MNE,Europe and Central Asia,work,United Nations Development Assistance Framework,MNE_work_1,1.0,8 Decent Jobs and Economic Growth
Ukraine,UKR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UKR_work_4,4.0,5 Gender Equality
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Development Assistance Framework,KGZ_work_4,4.0,1 No Poverty
Montenegro,MNE,Europe and Central Asia,work,United Nations Development Assistance Framework,MNE_work_1,1.0,8 Decent Jobs and Economic Growth
Ukraine,UKR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UKR_work_4,4.0,-
Montenegro,MNE,Europe and Central Asia,work,United Nations Development Assistance Framework,MNE_work_1,1.0,8 Decent Jobs and Economic Growth
Montenegro,MNE,Europe and Central Asia,work,United Nations Development Assistance Framework,MNE_work_1,1.0,8 Decent Jobs and Economic Growth
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_4,4.0,11 Sustainable Cities and Communities
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Development Assistance Framework,KGZ_work_4,4.0,1 No Poverty
North Macedonia,MKD,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MKD_work_3,3.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
Ukraine,UKR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UKR_work_4,4.0,8 Decent Jobs and Economic Growth
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_4,4.0,16 Peace and Justice - Strong Institutions
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_4,4.0,4 Quality Education
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Development Assistance Framework,UZB_work_4,4.0,16 Peace and Justice - Strong Institutions
North Macedonia,MKD,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MKD_work_3,3.0,1 No Poverty; 13 Climate Action; 16 Peace and Justice - Strong Institutions
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,2 Zero Hunger; 3 Good Health and Well-being
Ukraine,UKR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UKR_work_4,4.0,6 Clean Water and Sanitation
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Development Assistance Framework,KGZ_work_4,4.0,-
North Macedonia,MKD,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MKD_work_3,3.0,16 Peace and Justice - Strong Institutions
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,3 Good Health and Well-being
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Development Assistance Framework,KGZ_work_4,4.0,3 Good Health and Well-being
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_4,4.0,5 Gender Equality
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_4,4.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,3 Good Health and Well-being
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Development Assistance Framework,KGZ_work_4,4.0,3 Good Health and Well-being
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Development Assistance Framework,KGZ_work_4,4.0,3 Good Health and Well-being
North Macedonia,MKD,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MKD_work_3,3.0,16 Peace and Justice - Strong Institutions
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Development Assistance Framework,KGZ_work_4,4.0,3 Good Health and Well-being
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,3 Good Health and Well-being
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Development Assistance Framework,KGZ_work_4,4.0,3 Good Health and Well-being
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_3,3.0,4 Quality Education; 5 Gender Equality; 16 Peace and Justice - Strong Institutions
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Development Assistance Framework,KGZ_work_4,4.0,3 Good Health and Well-being
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Development Assistance Framework,KGZ_work_4,4.0,3 Good Health and Well-being
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Development Assistance Framework,UZB_work_4,4.0,17 Partnerships for the Goals
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Development Assistance Framework,KGZ_work_4,4.0,2 Zero Hunger; 3 Good Health and Well-being
